datetime,tma_manggarai,tma_katulampa,tma_depok
2022-11-17T16:10:00Z,662,25,131
2022-11-17T16:20:00Z,662,24,130
2022-11-17T16:30:00Z,662,24,130
2022-11-17T16:50:00Z,662,24,130
2022-11-17T17:00:00Z,662,23,129
2022-11-17T17:20:00Z,663,23,129
2022-11-17T17:40:00Z,663,22,128
2022-11-17T17:50:00Z,663,22,128
2022-11-17T18:00:00Z,665,21,128
2022-11-17T18:10:00Z,664,21,128
2022-11-17T18:20:00Z,664,21,128
2022-11-17T18:30:00Z,664,20,128
2022-11-17T18:40:00Z,665,20,128
2022-11-17T18:50:00Z,665,20,128
2022-11-17T19:00:00Z,666,20,127
2022-11-17T19:10:00Z,666,20,127
2022-11-17T19:20:00Z,666,19,127
2022-11-17T19:30:00Z,666,19,127
2022-11-17T19:40:00Z,666,19,127
2022-11-17T19:50:00Z,666,18,126
2022-11-17T20:00:00Z,666,19,126
2022-11-17T20:10:00Z,666,19,125
2022-11-17T20:20:00Z,666,18,125
2022-11-17T20:30:00Z,666,18,125
2022-11-17T20:40:00Z,666,18,125
2022-11-17T20:50:00Z,666,18,125
2022-11-17T21:00:00Z,667,18,124
2022-11-17T21:20:00Z,667,18,123
2022-11-17T21:30:00Z,667,17,123
2022-11-17T21:40:00Z,667,18,123
2022-11-17T21:50:00Z,668,18,122
2022-11-17T22:00:00Z,668,18,122
2022-11-17T22:10:00Z,668,17,122
2022-11-17T22:20:00Z,668,17,122
2022-11-17T22:30:00Z,668,17,121
2022-11-17T22:40:00Z,668,18,121
2022-11-17T22:50:00Z,668,18,121
2022-11-17T23:00:00Z,668,17,121
2022-11-17T23:10:00Z,668,17,120
2022-11-17T23:20:00Z,668,17,120
2022-11-17T23:40:00Z,667,17,119
2022-11-17T23:50:00Z,667,17,119
2022-11-18T00:00:00Z,666,17,119
2022-11-18T00:10:00Z,665,17,119
2022-11-18T00:30:00Z,664,16,118
2022-11-18T00:40:00Z,664,16,118
2022-11-18T00:50:00Z,662,16,118
2022-11-18T01:00:00Z,661,16,118
2022-11-18T01:10:00Z,661,16,118
2022-11-18T01:20:00Z,661,16,118
2022-11-18T01:30:00Z,659,17,118
2022-11-18T01:40:00Z,659,16,118
2022-11-18T01:50:00Z,658,16,118
2022-11-18T02:00:00Z,657,16,119
2022-11-18T02:10:00Z,656,16,119
2022-11-18T02:20:00Z,656,16,118
2022-11-18T02:30:00Z,655,15,118
2022-11-18T02:40:00Z,654,15,118
2022-11-18T02:50:00Z,653,15,118
2022-11-18T03:00:00Z,653,15,118
2022-11-18T03:10:00Z,652,15,118
2022-11-18T03:20:00Z,651,15,118
2022-11-18T03:30:00Z,650,15,118
2022-11-18T03:40:00Z,650,15,118
2022-11-18T03:50:00Z,650,15,118
2022-11-18T04:00:00Z,648,15,117
2022-11-18T04:20:00Z,647,15,117
2022-11-18T04:30:00Z,646,15,117
2022-11-18T04:40:00Z,645,15,116
2022-11-18T04:50:00Z,645,15,116
2022-11-18T05:00:00Z,644,16,116
2022-11-18T05:10:00Z,644,15,116
2022-11-18T05:20:00Z,643,15,116
2022-11-18T05:30:00Z,643,15,116
2022-11-18T05:40:00Z,643,15,116
2022-11-18T05:50:00Z,641,15,116
2022-11-18T06:00:00Z,640,15,116
2022-11-18T06:10:00Z,640,16,116
2022-11-18T06:20:00Z,640,16,116
2022-11-18T06:30:00Z,640,16,116
2022-11-18T06:40:00Z,640,17,116
2022-11-18T06:50:00Z,639,17,116
2022-11-18T07:00:00Z,639,17,116
2022-11-18T07:10:00Z,638,17,115
2022-11-18T07:20:00Z,638,17,115
2022-11-18T07:30:00Z,637,17,115
2022-11-18T07:40:00Z,644,18,115
2022-11-18T07:50:00Z,646,18,115
2022-11-18T08:10:00Z,648,18,115
2022-11-18T08:20:00Z,649,18,115
2022-11-18T08:30:00Z,650,19,115
2022-11-18T08:40:00Z,650,19,115
2022-11-18T08:50:00Z,650,19,115
2022-11-18T09:00:00Z,648,19,114
2022-11-18T09:10:00Z,648,19,114
2022-11-18T09:20:00Z,647,20,114
2022-11-18T09:30:00Z,647,20,115
2022-11-18T09:40:00Z,647,20,115
2022-11-18T09:50:00Z,647,20,115
2022-11-18T10:00:00Z,647,20,114
2022-11-18T10:10:00Z,647,21,114
2022-11-18T10:20:00Z,647,20,114
2022-11-18T10:30:00Z,648,21,114
2022-11-18T10:40:00Z,648,20,114
2022-11-18T10:50:00Z,647,20,114
2022-11-18T11:00:00Z,647,21,114
2022-11-18T11:10:00Z,647,20,114
2022-11-18T11:20:00Z,647,21,114
2022-11-18T11:30:00Z,648,21,114
2022-11-18T11:40:00Z,647,21,114
2022-11-18T11:50:00Z,647,21,114
2022-11-18T12:00:00Z,647,20,114
2022-11-18T12:10:00Z,647,21,114
2022-11-18T12:20:00Z,646,20,114
2022-11-18T12:40:00Z,646,20,114
2022-11-18T12:50:00Z,646,20,114
2022-11-18T13:00:00Z,646,20,114
2022-11-18T13:10:00Z,645,20,113
2022-11-18T13:20:00Z,644,20,114
2022-11-18T13:40:00Z,644,20,114
2022-11-18T13:50:00Z,643,20,115
2022-11-18T14:00:00Z,643,20,115
2022-11-18T14:10:00Z,643,20,115
2022-11-18T14:20:00Z,643,20,115
2022-11-18T14:30:00Z,643,19,115
2022-11-18T14:40:00Z,642,19,116
2022-11-18T14:50:00Z,642,18,116
2022-11-18T15:00:00Z,642,17,116
2022-11-18T15:10:00Z,642,17,116
2022-11-18T15:20:00Z,642,17,116
2022-11-18T15:30:00Z,642,16,116
2022-11-18T15:50:00Z,642,15,116
2022-11-18T16:00:00Z,642,16,116
2022-11-18T16:10:00Z,642,16,116
2022-11-18T16:20:00Z,642,16,116
2022-11-18T16:30:00Z,642,16,116
2022-11-18T16:40:00Z,642,16,116
2022-11-18T16:50:00Z,642,17,116
2022-11-18T17:00:00Z,642,18,105
2022-11-18T17:10:00Z,642,18,116
2022-11-18T17:20:00Z,642,19,116
2022-11-18T17:30:00Z,644,18,116
2022-11-18T17:40:00Z,645,19,116
2022-11-18T17:50:00Z,644,20,115
2022-11-18T18:00:00Z,644,20,115
2022-11-18T18:10:00Z,644,21,115
2022-11-18T18:20:00Z,643,22,114
2022-11-18T18:30:00Z,643,23,114
2022-11-18T18:40:00Z,643,27,114
2022-11-18T18:50:00Z,643,31,114
2022-11-18T19:10:00Z,643,35,113
2022-11-18T19:20:00Z,643,36,113
2022-11-18T19:30:00Z,643,37,113
2022-11-18T19:40:00Z,642,37,113
2022-11-18T19:50:00Z,641,36,113
2022-11-18T20:00:00Z,641,36,113
2022-11-18T20:10:00Z,641,36,112
2022-11-18T20:20:00Z,641,35,113
2022-11-18T20:30:00Z,641,33,113
2022-11-18T20:40:00Z,640,32,113
2022-11-18T20:50:00Z,640,32,113
2022-11-18T21:00:00Z,642,31,113
2022-11-18T21:20:00Z,640,29,113
2022-11-18T21:30:00Z,641,29,113
2022-11-18T21:40:00Z,642,27,114
2022-11-18T21:50:00Z,642,27,114
2022-11-18T22:00:00Z,642,26,114
2022-11-18T22:10:00Z,642,26,114
2022-11-18T22:20:00Z,641,25,114
2022-11-18T22:30:00Z,641,25,114
2022-11-18T22:40:00Z,640,24,114
2022-11-18T22:50:00Z,640,23,114
2022-11-18T23:00:00Z,642,23,115
2022-11-18T23:10:00Z,647,22,115
2022-11-18T23:20:00Z,647,22,115
2022-11-18T23:30:00Z,643,22,115
2022-11-18T23:40:00Z,642,21,115
2022-11-18T23:50:00Z,640,21,118
2022-11-19T00:00:00Z,639,21,125
2022-11-19T00:10:00Z,639,21,129
2022-11-19T00:20:00Z,638,21,132
2022-11-19T00:30:00Z,638,21,133
2022-11-19T00:40:00Z,638,21,133
2022-11-19T00:50:00Z,637,20,133
2022-11-19T01:00:00Z,637,21,133
2022-11-19T01:10:00Z,637,20,133
2022-11-19T01:20:00Z,637,19,131
2022-11-19T01:30:00Z,637,20,131
2022-11-19T01:40:00Z,636,20,130
2022-11-19T01:50:00Z,636,20,130
2022-11-19T02:00:00Z,636,19,130
2022-11-19T02:10:00Z,635,19,130
2022-11-19T02:20:00Z,635,19,128
2022-11-19T02:30:00Z,634,19,128
2022-11-19T02:50:00Z,634,19,127
2022-11-19T03:00:00Z,634,19,126
2022-11-19T03:10:00Z,633,19,126
2022-11-19T03:30:00Z,632,18,125
2022-11-19T03:40:00Z,632,18,124
2022-11-19T03:50:00Z,631,18,124
2022-11-19T04:00:00Z,631,18,123
2022-11-19T04:10:00Z,631,18,122
2022-11-19T04:20:00Z,630,18,121
2022-11-19T04:30:00Z,630,18,121
2022-11-19T04:40:00Z,630,18,121
2022-11-19T05:00:00Z,629,18,120
2022-11-19T05:10:00Z,629,18,120
2022-11-19T05:20:00Z,629,17,120
2022-11-19T05:30:00Z,629,17,120
2022-11-19T05:40:00Z,629,17,119
2022-11-19T05:50:00Z,629,18,119
2022-11-19T06:00:00Z,628,18,119
2022-11-19T06:10:00Z,628,17,118
2022-11-19T06:20:00Z,628,17,118
2022-11-19T06:30:00Z,629,18,118
2022-11-19T06:40:00Z,629,17,118
2022-11-19T06:50:00Z,629,17,117
2022-11-19T07:00:00Z,629,17,117
2022-11-19T07:10:00Z,630,18,117
2022-11-19T07:20:00Z,631,18,117
2022-11-19T07:30:00Z,631,18,117
2022-11-19T07:40:00Z,632,18,117
2022-11-19T07:50:00Z,634,19,117
2022-11-19T08:00:00Z,635,19,116
2022-11-19T08:20:00Z,638,19,116
2022-11-19T08:30:00Z,639,19,116
2022-11-19T08:40:00Z,640,19,116
2022-11-19T08:50:00Z,641,19,116
2022-11-19T09:00:00Z,642,19,116
2022-11-19T09:10:00Z,644,20,116
2022-11-19T09:30:00Z,646,20,116
2022-11-19T09:40:00Z,647,20,116
2022-11-19T09:50:00Z,648,20,116
2022-11-19T10:00:00Z,650,20,116
2022-11-19T10:10:00Z,651,20,116
2022-11-19T10:30:00Z,652,21,115
2022-11-19T10:40:00Z,652,21,116
2022-11-19T10:50:00Z,652,21,116
2022-11-19T11:00:00Z,652,20,116
2022-11-19T11:10:00Z,652,20,116
2022-11-19T11:20:00Z,652,20,116
2022-11-19T11:30:00Z,652,20,115
2022-11-19T11:40:00Z,652,21,115
2022-11-19T11:50:00Z,652,21,115
2022-11-19T12:00:00Z,652,21,115
2022-11-19T12:10:00Z,652,21,115
2022-11-19T12:20:00Z,652,21,115
2022-11-19T12:30:00Z,651,21,115
2022-11-19T12:40:00Z,651,21,114
2022-11-19T12:50:00Z,651,19,113
2022-11-19T13:00:00Z,650,20,113
2022-11-19T13:10:00Z,649,20,112
2022-11-19T13:20:00Z,648,20,112
2022-11-19T13:30:00Z,647,21,112
2022-11-19T13:50:00Z,646,20,111
2022-11-19T14:00:00Z,646,21,111
2022-11-19T14:10:00Z,645,21,112
2022-11-19T14:20:00Z,644,21,112
2022-11-19T14:30:00Z,644,20,112
2022-11-19T14:40:00Z,644,20,111
2022-11-19T14:50:00Z,645,20,111
2022-11-19T15:00:00Z,645,20,111
2022-11-19T15:10:00Z,645,20,111
2022-11-19T15:20:00Z,644,19,111
2022-11-19T15:30:00Z,644,19,111
2022-11-19T15:40:00Z,643,19,111
2022-11-19T16:00:00Z,643,19,111
2022-11-19T16:10:00Z,643,20,111
2022-11-19T16:20:00Z,643,19,111
2022-11-19T16:30:00Z,643,19,111
2022-11-19T16:40:00Z,643,18,110
2022-11-19T16:50:00Z,643,18,110
2022-11-19T17:00:00Z,643,19,110
2022-11-19T17:10:00Z,643,18,110
2022-11-19T17:20:00Z,643,18,110
2022-11-19T17:30:00Z,643,18,110
2022-11-19T17:40:00Z,643,19,109
2022-11-19T17:50:00Z,642,18,109
2022-11-19T18:10:00Z,642,18,108
2022-11-19T18:20:00Z,642,17,108
2022-11-19T18:30:00Z,642,18,108
2022-11-19T18:40:00Z,642,17,107
2022-11-19T18:50:00Z,642,18,107
2022-11-19T19:00:00Z,641,17,107
2022-11-19T19:10:00Z,641,17,107
2022-11-19T19:20:00Z,641,16,107
2022-11-19T19:30:00Z,640,17,107
2022-11-19T19:40:00Z,640,17,107
2022-11-19T19:50:00Z,640,16,107
2022-11-19T20:00:00Z,640,16,106
2022-11-19T20:10:00Z,640,16,106
2022-11-19T20:20:00Z,639,15,106
2022-11-19T20:30:00Z,640,16,106
2022-11-19T20:40:00Z,640,16,106
2022-11-19T20:50:00Z,639,16,106
2022-11-19T21:00:00Z,639,16,106
2022-11-19T21:10:00Z,639,16,106
2022-11-19T21:30:00Z,637,16,106
2022-11-19T21:50:00Z,636,16,106
2022-11-19T22:00:00Z,635,16,106
2022-11-19T22:10:00Z,634,15,106
2022-11-19T22:20:00Z,634,16,106
2022-11-19T22:30:00Z,634,15,106
2022-11-19T22:40:00Z,634,16,106
2022-11-19T22:50:00Z,634,16,106
2022-11-19T23:00:00Z,634,16,106
2022-11-19T23:10:00Z,632,15,106
2022-11-19T23:20:00Z,632,15,106
2022-11-19T23:40:00Z,631,15,106
2022-11-19T23:50:00Z,631,15,106
2022-11-20T00:00:00Z,631,15,106
2022-11-20T00:10:00Z,630,15,106
2022-11-20T00:20:00Z,630,15,106
2022-11-20T00:30:00Z,630,15,106
2022-11-20T00:40:00Z,629,16,106
2022-11-20T00:50:00Z,629,15,106
2022-11-20T01:00:00Z,629,15,106
2022-11-20T01:10:00Z,628,15,107
2022-11-20T01:20:00Z,628,15,107
2022-11-20T01:30:00Z,628,15,108
2022-11-20T01:50:00Z,627,15,107
2022-11-20T02:00:00Z,627,15,107
2022-11-20T02:10:00Z,627,15,107
2022-11-20T02:20:00Z,626,15,108
2022-11-20T02:30:00Z,626,15,108
2022-11-20T02:40:00Z,626,15,108
2022-11-20T03:00:00Z,625,15,108
2022-11-20T03:10:00Z,625,15,108
2022-11-20T03:20:00Z,625,15,108
2022-11-20T03:30:00Z,624,15,108
2022-11-20T03:40:00Z,623,15,108
2022-11-20T03:50:00Z,623,15,108
2022-11-20T04:00:00Z,623,15,108
2022-11-20T04:10:00Z,623,15,108
2022-11-20T04:20:00Z,623,15,108
2022-11-20T04:30:00Z,622,15,108
2022-11-20T04:40:00Z,622,15,108
2022-11-20T04:50:00Z,621,15,108
2022-11-20T05:10:00Z,621,15,107
2022-11-20T05:20:00Z,620,15,107
2022-11-20T05:30:00Z,623,15,107
2022-11-20T05:40:00Z,622,14,107
2022-11-20T05:50:00Z,621,15,108
2022-11-20T06:00:00Z,624,15,108
2022-11-20T06:10:00Z,629,15,107
2022-11-20T06:20:00Z,622,15,107
2022-11-20T06:30:00Z,622,16,107
2022-11-20T06:40:00Z,622,16,107
2022-11-20T06:50:00Z,623,16,107
2022-11-20T07:20:00Z,624,16,107
2022-11-20T07:30:00Z,619,16,107
2022-11-20T07:40:00Z,619,16,107
2022-11-20T07:50:00Z,624,16,107
2022-11-20T08:00:00Z,624,16,107
2022-11-20T08:10:00Z,624,16,107
2022-11-20T08:20:00Z,624,17,107
2022-11-20T08:30:00Z,619,17,107
2022-11-20T08:40:00Z,620,17,107
2022-11-20T08:50:00Z,621,17,107
2022-11-20T09:00:00Z,621,17,107
2022-11-20T09:10:00Z,621,17,107
2022-11-20T09:20:00Z,620,18,107
2022-11-20T09:30:00Z,620,18,107
2022-11-20T09:40:00Z,620,18,107
2022-11-20T09:50:00Z,621,18,107
2022-11-20T10:00:00Z,621,19,107
2022-11-20T10:10:00Z,621,19,107
2022-11-20T10:20:00Z,621,19,107
2022-11-20T10:40:00Z,621,18,107
2022-11-20T10:50:00Z,621,18,108
2022-11-20T11:00:00Z,620,18,108
2022-11-20T11:10:00Z,620,18,108
2022-11-20T11:20:00Z,620,17,107
2022-11-20T11:30:00Z,621,17,107
2022-11-20T11:40:00Z,621,18,107
2022-11-20T11:50:00Z,621,18,107
2022-11-20T12:00:00Z,622,18,107
2022-11-20T12:10:00Z,622,18,107
2022-11-20T12:20:00Z,622,18,107
2022-11-20T12:50:00Z,622,18,107
2022-11-20T13:00:00Z,622,17,107
2022-11-20T13:10:00Z,622,18,107
2022-11-20T13:20:00Z,622,18,107
2022-11-20T13:30:00Z,622,18,107
2022-11-20T13:40:00Z,622,17,107
2022-11-20T13:50:00Z,622,17,107
2022-11-20T14:00:00Z,623,17,107
2022-11-20T14:10:00Z,623,17,106
2022-11-20T14:30:00Z,624,17,106
2022-11-20T14:40:00Z,624,17,106
2022-11-20T15:00:00Z,625,17,107
2022-11-20T15:10:00Z,625,17,107
2022-11-20T15:20:00Z,625,17,107
2022-11-20T15:30:00Z,625,16,106
2022-11-20T15:40:00Z,625,17,106
2022-11-20T15:50:00Z,625,16,106
2022-11-20T16:10:00Z,625,16,105
2022-11-20T16:20:00Z,625,16,105
2022-11-20T16:30:00Z,626,16,105
2022-11-20T16:40:00Z,626,16,105
2022-11-20T16:50:00Z,626,15,105
2022-11-20T17:00:00Z,626,15,105
2022-11-20T17:10:00Z,625,15,105
2022-11-20T17:20:00Z,626,15,104
2022-11-20T17:30:00Z,626,14,104
2022-11-20T17:40:00Z,626,15,104
2022-11-20T17:50:00Z,626,15,104
2022-11-20T18:00:00Z,626,15,104
2022-11-20T18:20:00Z,627,14,104
2022-11-20T18:30:00Z,627,14,103
2022-11-20T18:40:00Z,627,14,103
2022-11-20T18:50:00Z,627,14,103
2022-11-20T19:00:00Z,627,14,103
2022-11-20T19:10:00Z,627,14,103
2022-11-20T19:20:00Z,627,13,103
2022-11-20T19:30:00Z,627,13,103
2022-11-20T19:40:00Z,627,13,103
2022-11-20T19:50:00Z,627,13,103
2022-11-20T20:00:00Z,627,13,103
2022-11-20T20:10:00Z,627,14,103
2022-11-20T20:30:00Z,627,13,103
2022-11-20T20:40:00Z,626,13,103
2022-11-20T20:50:00Z,626,13,103
2022-11-20T21:00:00Z,626,13,102
2022-11-20T21:10:00Z,626,13,102
2022-11-20T21:20:00Z,626,13,102
2022-11-20T21:30:00Z,628,13,102
2022-11-20T21:40:00Z,626,13,102
2022-11-20T21:50:00Z,626,13,102
2022-11-20T22:00:00Z,625,13,102
2022-11-20T22:10:00Z,625,13,102
2022-11-20T22:20:00Z,625,13,102
2022-11-20T22:40:00Z,625,13,102
2022-11-20T22:50:00Z,625,13,102
2022-11-20T23:00:00Z,625,13,102
2022-11-20T23:10:00Z,625,12,102
2022-11-20T23:20:00Z,625,13,102
2022-11-20T23:30:00Z,624,13,102
2022-11-20T23:50:00Z,623,13,102
2022-11-21T00:00:00Z,623,13,102
2022-11-21T00:10:00Z,622,13,102
2022-11-21T00:20:00Z,622,13,102
2022-11-21T00:30:00Z,622,13,102
2022-11-21T00:40:00Z,622,13,102
2022-11-21T00:50:00Z,622,13,102
2022-11-21T01:00:00Z,621,13,102
2022-11-21T01:10:00Z,621,13,103
2022-11-21T01:20:00Z,621,13,103
2022-11-21T01:30:00Z,621,13,103
2022-11-21T01:40:00Z,620,13,102
2022-11-21T02:00:00Z,620,13,102
2022-11-21T02:10:00Z,620,12,102
2022-11-21T02:20:00Z,620,12,103
2022-11-21T02:30:00Z,619,13,103
2022-11-21T02:40:00Z,619,12,104
2022-11-21T02:50:00Z,619,12,104
2022-11-21T03:00:00Z,618,12,105
2022-11-21T03:10:00Z,618,13,105
2022-11-21T03:20:00Z,618,13,105
2022-11-21T03:30:00Z,617,13,105
2022-11-21T03:40:00Z,617,12,106
2022-11-21T03:50:00Z,617,13,106
2022-11-21T04:10:00Z,616,12,106
2022-11-21T04:20:00Z,616,13,106
2022-11-21T04:30:00Z,616,12,106
2022-11-21T04:40:00Z,616,12,105
2022-11-21T04:50:00Z,615,12,105
2022-11-21T05:00:00Z,615,13,105
2022-11-21T05:20:00Z,615,12,106
2022-11-21T05:30:00Z,613,12,106
2022-11-21T05:40:00Z,614,12,105
2022-11-21T05:50:00Z,615,12,105
2022-11-21T06:00:00Z,615,12,105
2022-11-21T06:20:00Z,615,13,105
2022-11-21T06:30:00Z,614,12,105
2022-11-21T06:40:00Z,614,13,106
2022-11-21T06:50:00Z,614,13,106
2022-11-21T07:00:00Z,614,13,106
2022-11-21T07:10:00Z,614,14,105
2022-11-21T07:30:00Z,614,15,106
2022-11-21T07:40:00Z,614,15,105
2022-11-21T07:50:00Z,614,15,105
2022-11-21T08:00:00Z,614,15,106
2022-11-21T08:10:00Z,614,15,105
2022-11-21T08:20:00Z,614,15,105
2022-11-21T08:30:00Z,614,15,105
2022-11-21T08:40:00Z,608,16,105
2022-11-21T08:50:00Z,611,15,105
2022-11-21T09:00:00Z,612,16,105
2022-11-21T09:10:00Z,612,15,105
2022-11-21T09:20:00Z,612,15,105
2022-11-21T09:40:00Z,612,15,105
2022-11-21T09:50:00Z,612,15,105
2022-11-21T10:00:00Z,612,16,105
2022-11-21T10:10:00Z,613,16,105
2022-11-21T10:20:00Z,613,16,105
2022-11-21T10:30:00Z,615,17,105
2022-11-21T10:40:00Z,615,18,105
2022-11-21T10:50:00Z,615,18,105
2022-11-21T11:00:00Z,615,17,105
2022-11-21T11:10:00Z,615,15,105
2022-11-21T11:20:00Z,615,16,105
2022-11-21T11:30:00Z,615,16,105
2022-11-21T11:50:00Z,614,15,106
2022-11-21T12:00:00Z,615,15,106
2022-11-21T12:10:00Z,616,15,106
2022-11-21T12:20:00Z,616,15,105
2022-11-21T12:30:00Z,616,15,105
2022-11-21T12:40:00Z,616,15,105
2022-11-21T13:00:00Z,617,14,105
2022-11-21T13:10:00Z,617,12,105
2022-11-21T13:20:00Z,617,10,104
2022-11-21T13:30:00Z,617,8,104
2022-11-21T13:40:00Z,618,10,104
2022-11-21T13:50:00Z,618,10,104
2022-11-21T14:00:00Z,617,11,104
2022-11-21T14:10:00Z,617,12,104
2022-11-21T14:20:00Z,618,12,104
2022-11-21T14:30:00Z,618,12,104
2022-11-21T14:40:00Z,618,12,104
2022-11-21T14:50:00Z,619,12,104
2022-11-21T15:10:00Z,619,13,104
2022-11-21T15:20:00Z,619,14,105
2022-11-21T15:30:00Z,619,14,105
2022-11-21T15:40:00Z,619,15,105
2022-11-21T15:50:00Z,619,14,105
2022-11-21T16:00:00Z,619,14,105
2022-11-21T16:10:00Z,619,14,104
2022-11-21T16:20:00Z,619,14,105
2022-11-21T16:30:00Z,619,14,104
2022-11-21T16:40:00Z,619,14,104
2022-11-21T16:50:00Z,619,13,104
2022-11-21T17:00:00Z,619,13,105
2022-11-21T17:20:00Z,619,13,106
2022-11-21T17:30:00Z,619,13,109
2022-11-21T17:40:00Z,619,13,111
2022-11-21T17:50:00Z,620,13,127
2022-11-21T18:00:00Z,620,13,138
2022-11-21T18:10:00Z,620,12,140
2022-11-21T18:30:00Z,621,13,138
2022-11-21T18:40:00Z,621,13,135
2022-11-21T18:50:00Z,621,12,134
2022-11-21T19:00:00Z,621,13,134
2022-11-21T19:10:00Z,621,13,132
2022-11-21T19:30:00Z,622,12,134
2022-11-21T19:40:00Z,622,12,133
2022-11-21T19:50:00Z,622,12,132
2022-11-21T20:00:00Z,622,12,131
2022-11-21T20:10:00Z,622,12,128
2022-11-21T20:20:00Z,622,12,126
2022-11-21T20:40:00Z,622,12,124
2022-11-21T20:50:00Z,622,11,123
2022-11-21T21:00:00Z,622,12,121
2022-11-21T21:10:00Z,621,11,120
2022-11-21T21:20:00Z,621,12,118
2022-11-21T21:30:00Z,621,11,118
2022-11-21T21:40:00Z,621,11,117
2022-11-21T21:50:00Z,621,11,116
2022-11-21T22:00:00Z,621,11,115
2022-11-21T22:10:00Z,620,11,114
2022-11-21T22:20:00Z,620,11,114
2022-11-21T22:30:00Z,620,11,114
2022-11-21T22:50:00Z,620,11,112
2022-11-21T23:00:00Z,620,11,111
2022-11-21T23:10:00Z,619,11,110
2022-11-21T23:20:00Z,623,10,110
2022-11-21T23:30:00Z,618,11,110
2022-11-21T23:40:00Z,618,11,110
2022-11-21T23:50:00Z,618,11,110
2022-11-22T00:00:00Z,619,11,110
2022-11-22T00:20:00Z,618,11,110
2022-11-22T00:30:00Z,617,11,110
2022-11-22T00:40:00Z,617,11,110
2022-11-22T01:00:00Z,618,10,111
2022-11-22T01:10:00Z,619,11,111
2022-11-22T01:20:00Z,619,10,111
2022-11-22T01:30:00Z,619,10,110
2022-11-22T01:40:00Z,626,10,110
2022-11-22T01:50:00Z,625,10,110
2022-11-22T02:10:00Z,628,10,110
2022-11-22T02:20:00Z,631,10,110
2022-11-22T02:30:00Z,652,10,109
2022-11-22T02:40:00Z,634,10,109
2022-11-22T02:50:00Z,663,10,109
2022-11-22T03:00:00Z,637,10,109
2022-11-22T03:10:00Z,642,10,109
2022-11-22T03:20:00Z,649,10,109
2022-11-22T03:30:00Z,649,10,109
2022-11-22T03:40:00Z,655,10,109
2022-11-22T03:50:00Z,645,10,109
2022-11-22T04:00:00Z,649,10,109
2022-11-22T04:20:00Z,668,10,110
2022-11-22T04:30:00Z,649,10,110
2022-11-22T04:40:00Z,648,10,110
2022-11-22T04:50:00Z,658,10,110
2022-11-22T05:00:00Z,645,10,109
2022-11-22T08:30:00Z,633,12,109
2022-11-22T08:40:00Z,631,13,109
2022-11-22T09:00:00Z,625,12,109
2022-11-22T09:20:00Z,624,12,109
2022-11-22T09:50:00Z,623,13,109
2022-11-22T10:00:00Z,629,13,109
2022-11-22T10:30:00Z,634,13,109
2022-11-22T10:40:00Z,630,14,109
2022-11-22T11:20:00Z,624,14,108
2022-11-22T11:30:00Z,622,13,108
2022-11-22T11:40:00Z,624,14,109
2022-11-22T12:00:00Z,620,14,109
2022-11-22T12:10:00Z,620,13,109
2022-11-22T12:30:00Z,621,14,109
2022-11-22T12:40:00Z,621,14,108
2022-11-22T13:10:00Z,620,14,108
2022-11-22T13:50:00Z,620,12,108
2022-11-22T14:00:00Z,620,13,108
2022-11-22T14:10:00Z,620,14,108
2022-11-22T15:10:00Z,619,10,106
2022-11-22T15:30:00Z,619,10,105
2022-11-22T15:50:00Z,619,10,105
2022-11-22T16:20:00Z,620,11,105
2022-11-22T16:40:00Z,621,11,104
2022-11-23T08:30:00Z,610,11,104
2022-11-23T08:40:00Z,604,12,104
2022-11-23T11:50:00Z,610,11,106
2022-11-26T13:20:00Z,614,12,104
2022-11-26T13:40:00Z,613,12,104
2022-11-26T13:50:00Z,614,12,104
2022-11-26T14:00:00Z,614,12,104
2022-11-26T14:10:00Z,614,11,104
2022-11-26T14:20:00Z,615,12,104
2022-11-26T14:30:00Z,615,11,104
2022-11-26T14:40:00Z,615,11,104
2022-11-26T14:50:00Z,615,11,104
2022-11-26T15:00:00Z,615,11,104
2022-11-26T15:10:00Z,614,11,104
2022-11-26T15:20:00Z,614,11,103
2022-11-26T15:30:00Z,614,11,103
2022-11-26T15:40:00Z,614,11,103
2022-11-26T15:50:00Z,614,10,103
2022-11-26T16:00:00Z,614,10,102
2022-11-26T16:10:00Z,614,10,102
2022-11-26T16:20:00Z,614,10,102
2022-11-26T16:30:00Z,614,10,102
2022-11-26T16:40:00Z,614,10,102
2022-11-26T16:50:00Z,614,10,102
2022-11-26T17:00:00Z,614,10,101
2022-11-26T17:10:00Z,614,10,101
2022-11-26T17:20:00Z,614,10,101
2022-11-26T17:30:00Z,614,10,102
2022-11-26T17:40:00Z,614,10,102
2022-11-26T17:50:00Z,614,10,102
2022-11-26T18:00:00Z,614,10,102
2022-11-26T18:10:00Z,614,10,102
2022-11-26T18:20:00Z,615,10,101
2022-11-26T18:30:00Z,615,10,101
2022-11-26T18:40:00Z,616,10,101
2022-11-26T18:50:00Z,616,10,101
2022-11-26T19:00:00Z,616,10,100
2022-11-26T19:10:00Z,616,10,100
2022-11-26T19:20:00Z,616,9,100
2022-11-26T19:30:00Z,616,10,99
2022-11-26T19:40:00Z,616,10,99
2022-11-26T19:50:00Z,617,10,99
2022-11-26T20:00:00Z,617,10,98
2022-11-26T20:10:00Z,617,10,98
2022-11-26T20:20:00Z,618,10,98
