tanggal,katulampa,depok,manggarai
2022-06-18T11:30:00Z,20,96,630
2022-06-18T11:40:00Z,26,98,658
2022-06-18T11:50:00Z,26,98,630
2022-06-18T12:00:00Z,26,98,659
2022-06-18T12:10:00Z,26,98,630
2022-06-18T12:20:00Z,26,98,600
2022-06-18T12:30:00Z,26,98,629
2022-06-18T12:40:00Z,26,98,629
2022-06-18T12:50:00Z,26,98,629
2022-06-18T13:00:00Z,26,98,680
2022-06-18T13:10:00Z,26,98,629
2022-06-18T13:20:00Z,26,98,629
2022-06-18T13:30:00Z,26,98,628
2022-06-18T13:40:00Z,26,98,628
2022-06-18T13:50:00Z,26,98,628
2022-06-18T14:00:00Z,26,98,605
2022-06-18T14:10:00Z,26,98,628
2022-06-18T14:20:00Z,26,98,628
2022-06-18T14:30:00Z,26,98,628
2022-06-18T14:40:00Z,26,98,628
2022-06-18T14:50:00Z,26,98,628
2022-06-18T15:00:00Z,26,98,628
2022-06-18T15:10:00Z,21,98,628
2022-06-18T15:20:00Z,26,98,628
2022-06-18T15:30:00Z,26,98,628
2022-06-18T15:40:00Z,26,98,583
2022-06-18T15:50:00Z,26,98,628
2022-06-18T16:00:00Z,26,98,628
2022-06-18T16:10:00Z,26,98,628
2022-06-18T16:20:00Z,26,98,628
2022-06-18T16:30:00Z,26,98,628
2022-06-18T16:40:00Z,26,98,628
2022-06-18T16:50:00Z,26,98,593
2022-06-18T17:00:00Z,26,98,628
2022-06-18T17:10:00Z,26,98,628
2022-06-18T17:20:00Z,26,99,628
2022-06-18T17:30:00Z,26,98,668
2022-06-18T17:40:00Z,26,98,663
2022-06-18T17:50:00Z,26,98,628
2022-06-18T18:00:00Z,26,98,586
2022-06-18T18:10:00Z,26,98,628
2022-06-18T18:20:00Z,27,97,623
2022-06-18T18:30:00Z,27,97,628
2022-06-18T18:40:00Z,28,97,628
2022-06-18T18:50:00Z,28,97,611
2022-06-18T19:00:00Z,27,97,628
2022-06-18T19:10:00Z,27,97,628
2022-06-18T19:20:00Z,27,97,628
2022-06-18T19:30:00Z,27,97,628
2022-06-18T19:40:00Z,15,137,628
2022-06-18T19:50:00Z,28,97,602
2022-06-18T20:00:00Z,30,115,582
2022-06-18T20:10:00Z,28,97,628
2022-06-18T20:20:00Z,34,104,622
2022-06-18T20:30:00Z,28,97,628
2022-06-18T20:40:00Z,28,97,636
2022-06-18T20:50:00Z,28,96,627
2022-06-18T21:00:00Z,28,96,627
2022-06-18T21:10:00Z,28,97,817
2022-06-18T21:20:00Z,28,97,627
2022-06-18T21:30:00Z,29,97,627
2022-06-18T21:40:00Z,29,97,626
2022-06-18T21:50:00Z,29,97,626
2022-06-18T22:00:00Z,29,97,626
2022-06-18T22:10:00Z,29,97,639
2022-06-18T22:20:00Z,29,97,626
2022-06-18T22:30:00Z,29,97,626
2022-06-18T22:40:00Z,29,97,626
2022-06-18T22:50:00Z,28,97,626
2022-06-18T23:00:00Z,28,97,626
2022-06-18T23:10:00Z,28,96,625
2022-06-18T23:20:00Z,28,96,625
2022-06-18T23:30:00Z,28,97,625
2022-06-18T23:40:00Z,28,97,625
2022-06-18T23:50:00Z,27,97,625
2022-06-19T00:00:00Z,27,97,625
2022-06-19T00:10:00Z,27,97,625
2022-06-19T00:20:00Z,27,97,625
2022-06-19T00:30:00Z,27,97,625
2022-06-19T00:40:00Z,27,98,625
2022-06-19T00:50:00Z,27,99,624
2022-06-19T01:00:00Z,27,100,624
2022-06-19T01:10:00Z,27,100,682
2022-06-19T01:20:00Z,27,100,624
2022-06-19T01:30:00Z,27,100,624
2022-06-19T01:40:00Z,27,100,624
2022-06-19T01:50:00Z,27,100,624
2022-06-19T02:00:00Z,27,100,624
2022-06-19T02:10:00Z,27,100,624
2022-06-19T02:20:00Z,27,100,624
2022-06-19T02:30:00Z,27,100,624
2022-06-19T02:40:00Z,27,100,624
2022-06-19T02:50:00Z,27,100,624
2022-06-19T03:00:00Z,27,100,624
2022-06-19T03:10:00Z,27,100,624
2022-06-19T03:20:00Z,26,100,624
2022-06-19T03:30:00Z,26,100,624
2022-06-19T03:40:00Z,26,100,624
2022-06-19T03:50:00Z,27,100,623
2022-06-19T04:00:00Z,27,100,623
2022-06-19T04:10:00Z,27,100,623
2022-06-19T04:20:00Z,26,100,623
2022-06-19T04:30:00Z,26,100,623
2022-06-19T04:40:00Z,26,100,623
2022-06-19T04:50:00Z,26,100,623
2022-06-19T05:00:00Z,27,100,623
2022-06-19T05:10:00Z,27,99,623
2022-06-19T05:20:00Z,27,99,623
2022-06-19T05:30:00Z,26,99,623
2022-06-19T05:40:00Z,26,99,623
2022-06-19T05:50:00Z,26,99,623
2022-06-19T06:00:00Z,26,98,623
2022-06-19T06:10:00Z,26,98,623
2022-06-19T06:20:00Z,26,98,625
2022-06-19T06:30:00Z,27,98,623
2022-06-19T06:40:00Z,27,97,624
2022-06-19T06:50:00Z,26,97,624
2022-06-19T07:00:00Z,26,97,624
2022-06-19T07:10:00Z,26,97,624
2022-06-19T07:20:00Z,26,97,624
2022-06-19T07:30:00Z,26,97,624
2022-06-19T07:40:00Z,26,97,624
2022-06-19T07:50:00Z,26,98,624
2022-06-19T08:00:00Z,27,98,624
2022-06-19T08:10:00Z,27,98,624
2022-06-19T08:20:00Z,27,98,624
2022-06-19T08:30:00Z,26,98,625
2022-06-19T08:40:00Z,26,98,625
2022-06-19T08:50:00Z,26,98,624
2022-06-19T09:00:00Z,26,97,623
2022-06-19T09:10:00Z,26,97,671
2022-06-19T09:20:00Z,26,97,623
2022-06-19T09:30:00Z,26,97,623
2022-06-19T09:40:00Z,26,97,623
2022-06-19T09:50:00Z,26,97,623
2022-06-19T10:00:00Z,26,97,624
2022-06-19T10:10:00Z,26,97,625
2022-06-19T10:20:00Z,26,97,625
2022-06-19T10:30:00Z,26,97,625
2022-06-19T10:40:00Z,26,97,626
2022-06-19T10:50:00Z,25,97,628
2022-06-19T11:00:00Z,26,97,617
2022-06-19T11:10:00Z,26,97,627
2022-06-19T11:20:00Z,26,97,627
2022-06-19T11:30:00Z,26,96,627
2022-06-19T11:40:00Z,26,96,627
2022-06-19T11:50:00Z,26,96,627
2022-06-19T12:00:00Z,26,96,627
2022-06-19T12:10:00Z,26,97,627
2022-06-19T12:20:00Z,26,96,627
2022-06-19T12:30:00Z,25,96,627
2022-06-19T12:40:00Z,25,96,628
2022-06-19T12:50:00Z,25,96,628
2022-06-19T13:00:00Z,26,96,628
2022-06-19T13:10:00Z,25,96,628
2022-06-19T13:20:00Z,25,96,628
2022-06-19T13:30:00Z,26,96,628
2022-06-19T13:40:00Z,25,96,628
2022-06-19T13:50:00Z,25,96,628
2022-06-19T14:00:00Z,25,96,623
2022-06-19T14:10:00Z,25,96,628
2022-06-19T14:20:00Z,25,96,628
2022-06-19T14:30:00Z,26,96,627
2022-06-19T14:40:00Z,26,96,627
2022-06-19T14:50:00Z,26,96,627
2022-06-19T15:00:00Z,26,96,627
2022-06-19T15:10:00Z,25,96,626
2022-06-19T15:20:00Z,25,96,626
2022-06-19T15:30:00Z,25,96,626
2022-06-19T15:40:00Z,26,96,626
2022-06-19T15:50:00Z,25,96,626
2022-06-19T16:00:00Z,25,96,626
2022-06-19T16:10:00Z,25,96,626
2022-06-19T16:20:00Z,25,96,626
2022-06-19T16:30:00Z,25,96,626
2022-06-19T16:40:00Z,25,96,626
2022-06-19T16:50:00Z,25,96,626
2022-06-19T17:00:00Z,24,96,626
2022-06-19T17:10:00Z,24,96,626
2022-06-19T17:20:00Z,24,96,626
2022-06-19T17:30:00Z,24,96,626
2022-06-19T17:40:00Z,24,96,625
2022-06-19T17:50:00Z,24,96,625
2022-06-19T18:00:00Z,24,95,625
2022-06-19T18:10:00Z,24,95,625
2022-06-19T18:20:00Z,24,95,625
2022-06-19T18:30:00Z,24,95,625
2022-06-19T18:40:00Z,24,95,625
2022-06-19T18:50:00Z,24,95,625
2022-06-19T19:00:00Z,24,95,625
2022-06-19T19:10:00Z,24,112,625
2022-06-19T19:20:00Z,24,95,625
2022-06-19T19:30:00Z,24,95,625
2022-06-19T19:40:00Z,24,95,625
2022-06-19T19:50:00Z,25,95,625
2022-06-19T20:00:00Z,25,95,624
2022-06-19T20:10:00Z,25,95,624
2022-06-19T20:20:00Z,25,95,624
2022-06-19T20:30:00Z,25,95,624
2022-06-19T20:40:00Z,25,95,624
2022-06-19T20:50:00Z,25,95,623
2022-06-19T21:00:00Z,25,95,623
2022-06-19T21:10:00Z,25,95,623
2022-06-19T21:20:00Z,25,95,623
2022-06-19T21:30:00Z,25,95,623
2022-06-19T21:40:00Z,25,95,623
2022-06-19T21:50:00Z,25,95,623
2022-06-19T22:00:00Z,25,95,623
2022-06-19T22:10:00Z,25,95,623
2022-06-19T22:20:00Z,25,95,605
2022-06-19T22:30:00Z,25,95,622
2022-06-19T22:40:00Z,25,95,622
2022-06-19T22:50:00Z,20,95,622
2022-06-19T23:00:00Z,25,96,622
2022-06-19T23:10:00Z,25,96,622
2022-06-19T23:20:00Z,24,96,622
2022-06-19T23:30:00Z,25,96,622
2022-06-19T23:40:00Z,25,96,622
2022-06-19T23:50:00Z,25,96,622
2022-06-20T00:00:00Z,25,95,621
2022-06-20T00:10:00Z,25,95,621
2022-06-20T00:20:00Z,25,95,621
2022-06-20T00:30:00Z,25,95,621
2022-06-20T00:40:00Z,25,95,621
2022-06-20T00:50:00Z,25,95,621
2022-06-20T01:00:00Z,25,95,621
2022-06-20T01:10:00Z,25,95,621
2022-06-20T01:20:00Z,25,95,621
2022-06-20T01:30:00Z,25,95,621
2022-06-20T01:40:00Z,25,94,620
2022-06-20T01:50:00Z,25,94,620
2022-06-20T02:00:00Z,25,94,620
2022-06-20T02:10:00Z,25,94,620
2022-06-20T02:20:00Z,25,94,620
2022-06-20T02:30:00Z,25,94,620
2022-06-20T02:40:00Z,25,94,620
2022-06-20T02:50:00Z,25,94,620
2022-06-20T03:00:00Z,25,94,620
2022-06-20T03:10:00Z,25,94,620
2022-06-20T03:20:00Z,25,95,619
2022-06-20T03:30:00Z,25,102,619
2022-06-20T03:40:00Z,25,94,619
2022-06-20T03:50:00Z,25,94,619
2022-06-20T04:00:00Z,25,94,619
2022-06-20T04:10:00Z,25,95,619
2022-06-20T04:20:00Z,25,95,619
2022-06-20T04:30:00Z,25,94,619
2022-06-20T04:40:00Z,25,95,619
2022-06-20T04:50:00Z,25,95,619
2022-06-20T05:00:00Z,24,94,619
2022-06-20T05:10:00Z,25,94,618
2022-06-20T05:20:00Z,25,94,618
2022-06-20T05:30:00Z,25,94,618
2022-06-20T05:40:00Z,25,94,618
2022-06-20T05:50:00Z,25,94,618
2022-06-20T06:00:00Z,25,94,618
2022-06-20T06:10:00Z,25,94,618
2022-06-20T06:20:00Z,25,94,618
2022-06-20T06:30:00Z,25,94,618
2022-06-20T06:40:00Z,25,94,618
2022-06-20T06:50:00Z,25,94,618
2022-06-20T07:00:00Z,25,94,618
2022-06-20T07:10:00Z,25,94,618
2022-06-20T07:20:00Z,25,94,618
2022-06-20T07:30:00Z,25,94,618
2022-06-20T07:40:00Z,25,94,618
2022-06-20T07:50:00Z,25,94,618
2022-06-20T08:00:00Z,25,94,618
2022-06-20T08:10:00Z,25,94,618
2022-06-20T08:20:00Z,25,94,618
2022-06-20T08:30:00Z,25,94,619
2022-06-20T08:40:00Z,25,94,619
2022-06-20T08:50:00Z,25,94,618
2022-06-20T09:00:00Z,25,94,617
2022-06-20T09:10:00Z,25,94,617
2022-06-20T09:20:00Z,25,94,616
2022-06-20T09:30:00Z,25,94,616
2022-06-20T09:40:00Z,25,94,615
2022-06-20T09:50:00Z,25,94,648
2022-06-20T10:00:00Z,25,94,618
2022-06-20T10:10:00Z,25,94,619
2022-06-20T10:20:00Z,25,94,619
2022-06-20T10:30:00Z,25,94,619
2022-06-20T10:40:00Z,25,94,619
2022-06-20T10:50:00Z,25,94,619
2022-06-20T11:00:00Z,25,94,619
2022-06-20T11:10:00Z,25,94,619
2022-06-20T11:20:00Z,25,94,724
2022-06-20T11:30:00Z,25,94,620
2022-06-20T11:40:00Z,24,94,620
2022-06-20T11:50:00Z,24,94,620
2022-06-20T12:00:00Z,24,94,620
2022-06-20T12:10:00Z,24,94,620
2022-06-20T12:20:00Z,24,94,620
2022-06-20T12:30:00Z,25,94,620
2022-06-20T12:40:00Z,25,94,619
2022-06-20T12:50:00Z,25,95,619
2022-06-20T13:00:00Z,25,95,619
2022-06-20T13:10:00Z,25,95,619
2022-06-20T13:20:00Z,25,95,619
2022-06-20T13:30:00Z,25,95,620
2022-06-20T13:40:00Z,24,94,619
2022-06-20T13:50:00Z,24,94,619
2022-06-20T14:00:00Z,24,93,619
2022-06-20T14:10:00Z,24,93,619
2022-06-20T14:20:00Z,24,93,619
2022-06-20T14:30:00Z,24,93,619
2022-06-20T14:40:00Z,24,94,619
2022-06-20T14:50:00Z,24,94,619
2022-06-20T15:00:00Z,24,95,619
2022-06-20T15:10:00Z,24,95,619
2022-06-20T15:20:00Z,24,94,619
2022-06-20T15:30:00Z,24,94,619
2022-06-20T15:40:00Z,24,94,619
2022-06-20T15:50:00Z,24,94,619
2022-06-20T16:00:00Z,24,94,619
2022-06-20T16:10:00Z,25,94,619
2022-06-20T16:20:00Z,25,94,637
2022-06-20T16:30:00Z,25,93,611
2022-06-20T16:40:00Z,25,94,608
2022-06-20T16:50:00Z,25,94,607
2022-06-20T17:00:00Z,26,94,605
2022-06-20T17:10:00Z,26,94,605
2022-06-20T17:20:00Z,27,95,605
2022-06-20T17:30:00Z,30,94,605
2022-06-20T17:40:00Z,32,94,605
2022-06-20T17:50:00Z,33,93,604
2022-06-20T18:00:00Z,35,93,604
2022-06-20T18:10:00Z,34,93,604
2022-06-20T18:20:00Z,33,93,604
2022-06-20T18:30:00Z,31,93,604
2022-06-20T18:40:00Z,31,93,605
2022-06-20T18:50:00Z,30,92,604
2022-06-20T19:00:00Z,29,92,605
2022-06-20T19:10:00Z,28,92,605
2022-06-20T19:20:00Z,64,92,605
2022-06-20T19:30:00Z,28,92,605
2022-06-20T19:40:00Z,28,92,605
2022-06-20T19:50:00Z,27,92,641
2022-06-20T20:00:00Z,28,92,605
2022-06-20T20:10:00Z,28,92,605
2022-06-20T20:20:00Z,28,92,723
2022-06-20T20:30:00Z,29,92,605
2022-06-20T20:40:00Z,29,92,605
2022-06-20T20:50:00Z,29,93,604
2022-06-20T21:00:00Z,29,110,604
2022-06-20T21:10:00Z,28,93,604
2022-06-20T21:20:00Z,28,92,604
2022-06-20T21:30:00Z,28,96,604
2022-06-20T21:40:00Z,28,92,604
2022-06-20T21:50:00Z,27,92,657
2022-06-20T22:00:00Z,33,92,604
2022-06-20T22:10:00Z,36,92,603
2022-06-20T22:20:00Z,37,92,603
2022-06-20T22:30:00Z,36,92,603
2022-06-20T22:40:00Z,36,93,603
2022-06-20T22:50:00Z,36,95,603
2022-06-20T23:00:00Z,35,100,603
2022-06-20T23:10:00Z,35,103,603
2022-06-20T23:20:00Z,35,104,602
2022-06-20T23:30:00Z,34,104,602
2022-06-20T23:40:00Z,33,104,602
2022-06-20T23:50:00Z,33,105,602
2022-06-21T00:00:00Z,33,106,602
2022-06-21T00:10:00Z,32,106,602
2022-06-21T00:20:00Z,32,107,602
2022-06-21T00:30:00Z,32,107,602
2022-06-21T00:40:00Z,31,107,602
2022-06-21T00:50:00Z,12,106,602
2022-06-21T01:00:00Z,30,105,602
2022-06-21T01:10:00Z,30,105,602
2022-06-21T01:20:00Z,29,103,602
2022-06-21T01:30:00Z,29,102,602
2022-06-21T01:40:00Z,29,102,602
2022-06-21T01:50:00Z,29,101,602
2022-06-21T02:00:00Z,29,100,590
2022-06-21T02:10:00Z,28,99,601
2022-06-21T02:20:00Z,28,99,601
2022-06-21T02:30:00Z,28,98,601
2022-06-21T02:40:00Z,27,97,601
2022-06-21T02:50:00Z,28,96,601
2022-06-21T03:00:00Z,28,96,601
2022-06-21T03:10:00Z,28,96,601
2022-06-21T03:20:00Z,28,96,601
2022-06-21T03:30:00Z,28,96,601
2022-06-21T03:40:00Z,27,96,601
2022-06-21T03:50:00Z,27,96,600
2022-06-21T04:00:00Z,27,96,600
2022-06-21T04:10:00Z,27,97,600
2022-06-21T04:20:00Z,22,97,600
2022-06-21T04:30:00Z,26,76,600
2022-06-21T04:40:00Z,26,100,600
2022-06-21T04:50:00Z,26,102,600
2022-06-21T05:00:00Z,27,104,600
2022-06-21T05:10:00Z,27,105,599
2022-06-21T05:20:00Z,27,105,600
2022-06-21T05:30:00Z,27,105,600
2022-06-21T05:40:00Z,26,104,600
2022-06-21T05:50:00Z,26,103,600
2022-06-21T06:00:00Z,26,102,600
2022-06-21T06:10:00Z,26,102,600
2022-06-21T06:20:00Z,26,102,600
2022-06-21T06:30:00Z,26,101,600
2022-06-21T06:40:00Z,26,101,600
2022-06-21T06:50:00Z,26,101,600
2022-06-21T07:00:00Z,26,100,600
2022-06-21T07:10:00Z,26,99,601
2022-06-21T07:20:00Z,26,99,601
2022-06-21T07:30:00Z,26,99,602
2022-06-21T07:40:00Z,26,98,603
2022-06-21T07:50:00Z,26,98,603
2022-06-21T08:00:00Z,26,98,604
2022-06-21T08:10:00Z,26,97,605
2022-06-21T08:20:00Z,26,97,605
2022-06-21T08:30:00Z,26,97,606
2022-06-21T08:40:00Z,26,97,607
2022-06-21T08:50:00Z,26,96,607
2022-06-21T09:00:00Z,26,96,608
2022-06-21T09:10:00Z,26,96,607
2022-06-21T09:20:00Z,26,96,607
2022-06-21T09:30:00Z,26,96,607
2022-06-21T09:40:00Z,26,95,607
2022-06-21T09:50:00Z,25,95,610
2022-06-21T10:00:00Z,25,95,612
2022-06-21T10:10:00Z,26,95,613
2022-06-21T10:20:00Z,26,95,645
2022-06-21T10:30:00Z,26,95,621
2022-06-21T10:40:00Z,26,95,622
2022-06-21T10:50:00Z,26,95,623
2022-06-21T11:00:00Z,26,118,623
2022-06-21T11:10:00Z,25,95,623
2022-06-21T11:20:00Z,25,105,682
2022-06-21T11:30:00Z,25,95,624
2022-06-21T11:40:00Z,25,95,624
2022-06-21T11:50:00Z,25,94,623
2022-06-21T12:00:00Z,25,94,623
2022-06-21T12:10:00Z,25,94,622
2022-06-21T12:20:00Z,25,94,622
2022-06-21T12:30:00Z,26,94,622
2022-06-21T12:40:00Z,25,94,622
2022-06-21T12:50:00Z,25,94,622
2022-06-21T13:00:00Z,27,94,624
2022-06-21T13:10:00Z,25,94,622
2022-06-21T13:20:00Z,25,94,622
2022-06-21T13:30:00Z,25,94,622
2022-06-21T13:40:00Z,25,94,622
2022-06-21T13:50:00Z,25,94,622
2022-06-21T14:00:00Z,25,94,622
2022-06-21T14:10:00Z,25,94,622
2022-06-21T14:20:00Z,25,94,622
2022-06-21T14:30:00Z,25,94,623
2022-06-21T14:40:00Z,25,94,623
2022-06-21T14:50:00Z,25,94,623
2022-06-21T15:00:00Z,25,94,678
2022-06-21T15:10:00Z,25,93,624
2022-06-21T15:20:00Z,25,93,624
2022-06-21T15:30:00Z,25,93,624
2022-06-21T15:40:00Z,25,92,624
2022-06-21T15:50:00Z,25,93,624
2022-06-21T16:00:00Z,25,93,624
2022-06-21T16:10:00Z,25,94,624
2022-06-21T16:20:00Z,25,94,624
2022-06-21T16:30:00Z,24,93,623
2022-06-21T16:40:00Z,24,93,623
2022-06-21T16:50:00Z,24,93,623
2022-06-21T17:00:00Z,24,93,623
2022-06-21T17:10:00Z,24,93,623
2022-06-21T17:20:00Z,25,93,623
2022-06-21T17:30:00Z,25,93,622
2022-06-21T17:40:00Z,25,93,622
2022-06-21T17:50:00Z,25,93,622
2022-06-21T18:00:00Z,25,93,622
2022-06-21T18:10:00Z,25,92,621
2022-06-21T18:20:00Z,24,92,621
2022-06-21T18:30:00Z,25,92,621
2022-06-21T18:40:00Z,24,92,620
2022-06-21T18:50:00Z,25,92,620
2022-06-21T19:00:00Z,25,92,620
2022-06-21T19:10:00Z,24,92,620
2022-06-21T19:20:00Z,25,92,620
2022-06-21T19:30:00Z,25,92,620
2022-06-21T19:40:00Z,25,92,619
2022-06-21T19:50:00Z,25,92,619
2022-06-21T20:00:00Z,25,92,619
2022-06-21T20:10:00Z,25,92,618
2022-06-21T20:20:00Z,25,92,618
2022-06-21T20:30:00Z,25,92,618
2022-06-21T20:40:00Z,24,92,617
2022-06-21T20:50:00Z,25,92,617
2022-06-21T21:00:00Z,25,92,617
2022-06-21T21:10:00Z,25,92,616
2022-06-21T21:20:00Z,25,92,616
2022-06-21T21:30:00Z,24,92,616
2022-06-21T21:40:00Z,24,91,615
2022-06-21T21:50:00Z,25,92,615
2022-06-21T22:00:00Z,25,92,615
2022-06-21T22:10:00Z,25,92,615
2022-06-21T22:20:00Z,25,92,615
2022-06-21T22:30:00Z,24,92,615
2022-06-21T22:40:00Z,24,92,615
2022-06-21T22:50:00Z,24,92,614
2022-06-21T23:00:00Z,24,92,614
2022-06-21T23:10:00Z,24,92,614
2022-06-21T23:20:00Z,24,92,614
2022-06-21T23:30:00Z,24,92,614
2022-06-21T23:40:00Z,24,92,614
2022-06-21T23:50:00Z,24,92,614
2022-06-22T00:00:00Z,24,92,614
2022-06-22T00:10:00Z,24,92,613
2022-06-22T00:20:00Z,25,92,613
2022-06-22T00:30:00Z,24,92,613
2022-06-22T00:40:00Z,24,92,613
2022-06-22T00:50:00Z,24,92,613
2022-06-22T01:00:00Z,24,92,613
2022-06-22T01:10:00Z,24,92,615
2022-06-22T01:20:00Z,24,92,616
2022-06-22T01:30:00Z,24,91,624
2022-06-22T01:40:00Z,24,91,639
2022-06-22T01:50:00Z,24,92,693
2022-06-22T02:00:00Z,24,92,757
2022-06-22T02:10:00Z,24,92,674
2022-06-22T02:20:00Z,24,92,671
2022-06-22T02:30:00Z,24,92,664
2022-06-22T02:40:00Z,24,91,659
2022-06-22T02:50:00Z,24,91,653
2022-06-22T03:00:00Z,24,91,647
2022-06-22T03:10:00Z,25,140,642
2022-06-22T03:20:00Z,25,91,640
2022-06-22T03:30:00Z,25,92,636
2022-06-22T03:40:00Z,24,92,635
2022-06-22T03:50:00Z,24,92,633
2022-06-22T04:00:00Z,24,92,633
2022-06-22T04:10:00Z,24,92,630
2022-06-22T04:20:00Z,24,92,628
2022-06-22T04:30:00Z,24,92,627
2022-06-22T04:40:00Z,24,92,626
2022-06-22T04:50:00Z,24,91,625
2022-06-22T05:00:00Z,24,91,625
2022-06-22T05:10:00Z,24,91,623
2022-06-22T05:20:00Z,24,91,623
2022-06-22T05:30:00Z,24,91,622
2022-06-22T05:40:00Z,24,91,621
2022-06-22T05:50:00Z,24,91,621
2022-06-22T06:00:00Z,24,91,620
2022-06-22T06:10:00Z,24,91,619
2022-06-22T06:20:00Z,24,91,618
2022-06-22T06:30:00Z,24,91,618
2022-06-22T06:40:00Z,24,91,617
2022-06-22T06:50:00Z,24,92,616
2022-06-22T07:00:00Z,24,92,615
2022-06-22T07:10:00Z,24,92,614
2022-06-22T07:20:00Z,24,92,614
2022-06-22T07:30:00Z,24,92,614
2022-06-22T07:40:00Z,24,92,614
2022-06-22T07:50:00Z,24,92,614
2022-06-22T08:00:00Z,24,93,613
2022-06-22T08:10:00Z,24,93,613
2022-06-22T08:20:00Z,24,94,613
2022-06-22T08:30:00Z,24,94,613
2022-06-22T08:40:00Z,24,94,613
2022-06-22T08:50:00Z,24,94,613
2022-06-22T09:00:00Z,24,94,612
2022-06-22T09:10:00Z,24,94,611
2022-06-22T09:20:00Z,24,94,735
2022-06-22T09:30:00Z,24,94,611
2022-06-22T09:40:00Z,24,94,611
2022-06-22T09:50:00Z,24,94,611
2022-06-22T10:00:00Z,24,94,611
2022-06-22T10:10:00Z,24,94,612
2022-06-22T10:20:00Z,24,95,613
2022-06-22T10:30:00Z,24,95,613
2022-06-22T10:40:00Z,24,95,614
2022-06-22T10:50:00Z,24,95,614
2022-06-22T11:00:00Z,24,94,615
2022-06-22T11:10:00Z,24,94,615
2022-06-22T11:20:00Z,24,94,617
2022-06-22T11:30:00Z,24,94,617
2022-06-22T11:40:00Z,24,94,618
2022-06-22T11:50:00Z,24,94,596
2022-06-22T12:00:00Z,24,94,623
2022-06-22T12:10:00Z,24,94,623
2022-06-22T12:20:00Z,24,94,624
2022-06-22T12:30:00Z,54,109,612
2022-06-22T12:40:00Z,24,93,623
2022-06-22T12:50:00Z,24,93,621
2022-06-22T13:00:00Z,24,93,621
2022-06-22T13:10:00Z,24,93,620
2022-06-22T13:20:00Z,24,93,620
2022-06-22T13:30:00Z,24,94,619
2022-06-22T13:40:00Z,24,94,618
2022-06-22T13:50:00Z,24,93,618
2022-06-22T14:00:00Z,23,93,617
2022-06-22T14:10:00Z,23,93,617
2022-06-22T14:20:00Z,31,93,616
2022-06-22T14:30:00Z,23,92,616
2022-06-22T14:40:00Z,23,93,615
2022-06-22T14:50:00Z,23,92,615
2022-06-22T15:00:00Z,23,94,615
2022-06-22T15:10:00Z,23,93,615
2022-06-22T15:20:00Z,23,92,627
2022-06-22T15:30:00Z,23,92,614
2022-06-22T15:40:00Z,23,92,614
2022-06-22T15:50:00Z,23,92,614
2022-06-22T16:00:00Z,23,92,614
2022-06-22T16:10:00Z,23,92,614
2022-06-22T16:20:00Z,23,92,614
2022-06-22T16:30:00Z,23,92,614
2022-06-22T16:40:00Z,23,92,614
2022-06-22T16:50:00Z,23,91,614
2022-06-22T17:00:00Z,23,91,615
2022-06-22T17:10:00Z,20,91,615
2022-06-22T17:20:00Z,23,91,615
2022-06-22T17:30:00Z,23,91,615
2022-06-22T17:40:00Z,23,91,615
2022-06-22T17:50:00Z,24,92,615
2022-06-22T18:00:00Z,25,92,615
2022-06-22T18:10:00Z,12,92,615
2022-06-22T18:20:00Z,41,92,615
2022-06-22T18:30:00Z,18,92,658
2022-06-22T18:40:00Z,57,93,615
2022-06-22T18:50:00Z,42,93,615
2022-06-22T19:00:00Z,58,93,615
2022-06-22T19:10:00Z,66,93,615
2022-06-22T19:20:00Z,68,92,602
2022-06-22T19:30:00Z,67,92,616
2022-06-22T19:40:00Z,64,92,616
2022-06-22T19:50:00Z,61,92,616
2022-06-22T20:00:00Z,58,91,616
2022-06-22T20:10:00Z,55,96,587
2022-06-22T20:20:00Z,52,90,616
2022-06-22T20:30:00Z,49,90,616
2022-06-22T20:40:00Z,47,90,611
2022-06-22T20:50:00Z,45,89,616
2022-06-22T21:00:00Z,45,89,615
2022-06-22T21:10:00Z,44,88,615
2022-06-22T21:20:00Z,43,88,615
2022-06-22T21:30:00Z,43,88,615
2022-06-22T21:40:00Z,43,88,615
2022-06-22T21:50:00Z,43,88,615
2022-06-22T22:00:00Z,43,88,614
2022-06-22T22:10:00Z,43,88,614
2022-06-22T22:20:00Z,42,88,614
2022-06-22T22:30:00Z,42,88,614
2022-06-22T22:40:00Z,41,88,627
2022-06-22T22:50:00Z,40,88,614
2022-06-22T23:00:00Z,40,117,614
2022-06-22T23:10:00Z,38,88,613
2022-06-22T23:20:00Z,37,88,613
2022-06-22T23:30:00Z,37,88,613
2022-06-22T23:40:00Z,36,88,613
2022-06-22T23:50:00Z,36,124,613
2022-06-23T00:00:00Z,35,141,613
2022-06-23T00:10:00Z,35,141,613
2022-06-23T00:20:00Z,35,138,613
2022-06-23T00:30:00Z,34,137,614
2022-06-23T00:40:00Z,34,134,614
2022-06-23T00:50:00Z,33,133,614
2022-06-23T01:00:00Z,33,130,615
2022-06-23T01:10:00Z,33,129,614
2022-06-23T01:20:00Z,32,127,614
2022-06-23T01:30:00Z,20,125,614
2022-06-23T01:40:00Z,32,123,613
2022-06-23T01:50:00Z,31,122,613
2022-06-23T02:00:00Z,31,121,613
2022-06-23T02:10:00Z,30,120,613
